content,score,at,translated_content,cleaned_content,tokenized_content,stopword_removed_content,stemmed_content,sentiment_score,predicted_rating,sentiment_category,ulasan_bersih
ga ada gmbrnya setan,1,2025-06-28 11:50:27,ga ada gmbrnya setan,ga ada gmbrnya setan,"['ga', 'ada', 'gmbrnya', 'setan']","['ga', 'gmbrnya', 'setan']","['ga', 'gmbrnya', 'setan']",-4,2,Negatif,ga gmbrnya setan
"can't download content, keeps ""starting"". I've cleared the cache, relog, restarted the phone. the apk error remains unchanged",1,2025-06-28 11:26:56,"tidak dapat mengunduh konten, terus ""memulai"". Saya sudah membersihkan cache, masuk kembali, me-restart telepon. kesalahan apk tetap tidak berubah",tidak dapat mengunduh konten terus memulai saya sudah membersihkan cache masuk kembali merestart telepon kesalahan apk tetap tidak berubah,"['tidak', 'dapat', 'mengunduh', 'konten', 'terus', 'memulai', 'saya', 'sudah', 'membersihkan', 'cache', 'masuk', 'kembali', 'merestart', 'telepon', 'kesalahan', 'apk', 'tetap', 'tidak', 'berubah']","['mengunduh', 'konten', 'membersihkan', 'cache', 'masuk', 'merestart', 'telepon', 'kesalahan', 'apk', 'berubah']","['unduh', 'konten', 'bersih', 'cache', 'masuk', 'merestart', 'telepon', 'salah', 'apk', 'ubah']",-7,1,Negatif,unduh konten bersih cache masuk merestart telepon salah apk ubah
"beberapa film tidak berjalan baik di android tv, seperti buffering",3,2025-06-28 07:42:18,"beberapa film tidak berjalan baik di android tv, seperti buffering",beberapa film tidak berjalan baik di android tv seperti buffering,"['beberapa', 'film', 'tidak', 'berjalan', 'baik', 'di', 'android', 'tv', 'seperti', 'buffering']","['film', 'berjalan', 'android', 'tv', 'buffering']","['film', 'jalan', 'android', 'tv', 'buffering']",0,3,Netral,film jalan android tv buffering
"mau hapus akun ga bisa, mau lanjut bayar pake gopay (setelah kemarin gagal bayar) gabisa jugaaa !!!!",1,2025-06-27 23:31:22,"mau hapus akun ga bisa, mau lanjut bayar pake gopay (setelah kemarin gagal bayar) gabisa jugaaa !!!!",mau hapus akun ga bisa mau lanjut bayar pake gopay setelah kemarin gagal bayar gabisa jugaaa,"['mau', 'hapus', 'akun', 'ga', 'bisa', 'mau', 'lanjut', 'bayar', 'pake', 'gopay', 'setelah', 'kemarin', 'gagal', 'bayar', 'gabisa', 'jugaaa']","['hapus', 'akun', 'ga', 'bayar', 'pake', 'gopay', 'kemarin', 'gagal', 'bayar', 'gabisa', 'jugaaa']","['hapus', 'akun', 'ga', 'bayar', 'pake', 'gopay', 'kemarin', 'gagal', 'bayar', 'gabisa', 'jugaaa']",-13,1,Negatif,hapus akun ga bayar pake gopay kemarin gagal bayar gabisa jugaaa
"aplikasi nya bagus dan cara membayar nya juga mudahh bngtt .. suka dehh soalnya ada disney , Pixar dll .. aplikasi nya jg lumayan lengkap untuk disney nya , makasih udah ciptain aplikasi inii❗🫰🏻",5,2025-06-27 22:23:23,"aplikasi nya bagus dan cara membayar nya juga mudahh bngtt .. suka dehh soalnya ada disney , Pixar dll .. aplikasi nya jg lumayan lengkap untuk disney nya , makasih udah ciptain aplikasi inii❗🫰🏻",aplikasi nya bagus dan cara membayar nya juga mudahh bngtt suka dehh soalnya ada disney pixar dll aplikasi nya jg lumayan lengkap untuk disney nya makasih udah ciptain aplikasi inii❗🫰🏻,"['aplikasi', 'nya', 'bagus', 'dan', 'cara', 'membayar', 'nya', 'juga', 'mudahh', 'bngtt', 'suka', 'dehh', 'soalnya', 'ada', 'disney', 'pixar', 'dll', 'aplikasi', 'nya', 'jg', 'lumayan', 'lengkap', 'untuk', 'disney', 'nya', 'makasih', 'udah', 'ciptain', 'aplikasi', 'inii❗🫰🏻']","['aplikasi', 'nya', 'bagus', 'membayar', 'nya', 'mudahh', 'bngtt', 'suka', 'dehh', 'disney', 'pixar', 'dll', 'aplikasi', 'nya', 'jg', 'lumayan', 'lengkap', 'disney', 'nya', 'makasih', 'udah', 'ciptain', 'aplikasi', 'inii❗🫰🏻']","['aplikasi', 'nya', 'bagus', 'bayar', 'nya', 'mudahh', 'bngtt', 'suka', 'dehh', 'disney', 'pixar', 'dll', 'aplikasi', 'nya', 'jg', 'lumayan', 'lengkap', 'disney', 'nya', 'makasih', 'udah', 'ciptain', 'aplikasi', 'ini']",-21,1,Negatif,aplikasi nya bagus bayar nya mudahh bngtt suka dehh disney pixar dll aplikasi nya jg lumayan lengkap disney nya makasih udah ciptain aplikasi ini
"Untuk solusi Black Screen sebenarnya simpel. Coba hp nya direstart lalu coba buka Disney kembali, semoga solusinya bermanfaat. 🙏🏼",5,2025-06-27 21:26:32,"Untuk solusi Black Screen sebenarnya simpel. Coba hp nya direstart lalu coba buka Disney kembali, semoga solusinya bermanfaat. 🙏🏼",untuk solusi black screen sebenarnya simpel coba hp nya direstart lalu coba buka disney kembali semoga solusinya bermanfaat 🙏🏼,"['untuk', 'solusi', 'black', 'screen', 'sebenarnya', 'simpel', 'coba', 'hp', 'nya', 'direstart', 'lalu', 'coba', 'buka', 'disney', 'kembali', 'semoga', 'solusinya', 'bermanfaat', '🙏🏼']","['solusi', 'black', 'screen', 'simpel', 'coba', 'hp', 'nya', 'direstart', 'coba', 'buka', 'disney', 'semoga', 'solusinya', 'bermanfaat', '🙏🏼']","['solusi', 'black', 'screen', 'simpel', 'coba', 'hp', 'nya', 'direstart', 'coba', 'buka', 'disney', 'moga', 'solusi', 'manfaat', '']",10,5,Positif,solusi black screen simpel coba hp nya direstart coba buka disney moga solusi manfaat 
aplikasi terburuk dalam sejarah,1,2025-06-27 20:09:27,aplikasi terburuk dalam sejarah,aplikasi terburuk dalam sejarah,"['aplikasi', 'terburuk', 'dalam', 'sejarah']","['aplikasi', 'terburuk', 'sejarah']","['aplikasi', 'buruk', 'sejarah']",-9,1,Negatif,aplikasi buruk sejarah
mengecewakan. sudah berlangganan tapi malah black screen. udah di coba di atasi tapi tetep sama. tolong dong di perbaiki,1,2025-06-27 19:29:10,mengecewakan. sudah berlangganan tapi malah black screen. udah di coba di atasi tapi tetep sama. tolong dong di perbaiki,mengecewakan sudah berlangganan tapi malah black screen udah di coba di atasi tapi tetep sama tolong dong di perbaiki,"['mengecewakan', 'sudah', 'berlangganan', 'tapi', 'malah', 'black', 'screen', 'udah', 'di', 'coba', 'di', 'atasi', 'tapi', 'tetep', 'sama', 'tolong', 'dong', 'di', 'perbaiki']","['mengecewakan', 'berlangganan', 'black', 'screen', 'udah', 'coba', 'atasi', 'tetep', 'tolong', 'perbaiki']","['kecewa', 'langgan', 'black', 'screen', 'udah', 'coba', 'atas', 'tetep', 'tolong', 'baik']",-6,1,Negatif,kecewa langgan black screen udah coba atas tetep tolong baik
"aneh bangget udah langganan dari lama sekarang malah ngga bisa di buka malah black screen, TOLONG DI PERBAIKI ENTAH ITU BUG ATU APAPUN ITU !!!, saya sudah bayar lumayan malah ngga bisa di buka TOLONG SEGERA DI BENAHI !!",1,2025-06-27 16:06:40,"aneh bangget udah langganan dari lama sekarang malah ngga bisa di buka malah black screen, TOLONG DI PERBAIKI ENTAH ITU BUG ATU APAPUN ITU !!!, saya sudah bayar lumayan malah ngga bisa di buka TOLONG SEGERA DI BENAHI !!",aneh bangget udah langganan dari lama sekarang malah ngga bisa di buka malah black screen tolong di perbaiki entah itu bug atu apapun itu saya sudah bayar lumayan malah ngga bisa di buka tolong segera di benahi,"['aneh', 'bangget', 'udah', 'langganan', 'dari', 'lama', 'sekarang', 'malah', 'ngga', 'bisa', 'di', 'buka', 'malah', 'black', 'screen', 'tolong', 'di', 'perbaiki', 'entah', 'itu', 'bug', 'atu', 'apapun', 'itu', 'saya', 'sudah', 'bayar', 'lumayan', 'malah', 'ngga', 'bisa', 'di', 'buka', 'tolong', 'segera', 'di', 'benahi']","['aneh', 'bangget', 'udah', 'langganan', 'ngga', 'buka', 'black', 'screen', 'tolong', 'perbaiki', 'bug', 'atu', 'apapun', 'bayar', 'lumayan', 'ngga', 'buka', 'tolong', 'benahi']","['aneh', 'bangget', 'udah', 'langgan', 'ngga', 'buka', 'black', 'screen', 'tolong', 'baik', 'bug', 'atu', 'apa', 'bayar', 'lumayan', 'ngga', 'buka', 'tolong', 'benah']",-25,1,Negatif,aneh bangget udah langgan ngga buka black screen tolong baik bug atu apa bayar lumayan ngga buka tolong benah
"coba di update, kenapa bisa blackscrenn. pada kecewa dong berlangganan",1,2025-06-27 14:35:54,"coba di update, kenapa bisa blackscrenn. pada kecewa dong berlangganan",coba di update kenapa bisa blackscrenn pada kecewa dong berlangganan,"['coba', 'di', 'update', 'kenapa', 'bisa', 'blackscrenn', 'pada', 'kecewa', 'dong', 'berlangganan']","['coba', 'update', 'blackscrenn', 'kecewa', 'berlangganan']","['coba', 'update', 'blackscrenn', 'kecewa', 'langgan']",1,4,Positif,coba update blackscrenn kecewa langgan
blackscreen mulu..udah bayar gak bisa nonton,1,2025-06-27 12:42:50,blackscreen mulu..udah bayar gak bisa nonton,blackscreen muluudah bayar gak bisa nonton,"['blackscreen', 'muluudah', 'bayar', 'gak', 'bisa', 'nonton']","['blackscreen', 'muluudah', 'bayar', 'gak', 'nonton']","['blackscreen', 'muluudah', 'bayar', 'gak', 'nonton']",-3,2,Negatif,blackscreen muluudah bayar gak nonton
hadeuuhhh mau langganan saja susah bngt bayarnya. .....,1,2025-06-27 12:06:19,hadeuuhhh mau langganan saja susah bngt bayarnya. .....,hadeuuhhh mau langganan saja susah bngt bayarnya,"['hadeuuhhh', 'mau', 'langganan', 'saja', 'susah', 'bngt', 'bayarnya']","['hadeuuhhh', 'langganan', 'susah', 'bngt', 'bayarnya']","['hadeuuhhh', 'langgan', 'susah', 'bngt', 'bayar']",-4,2,Negatif,hadeuuhhh langgan susah bngt bayar
"mau berlangganan, mau bayar aja susah padahal udah konek sama gopay. pea",1,2025-06-27 08:27:10,"mau berlangganan, mau bayar aja susah padahal udah konek sama gopay. pea",mau berlangganan mau bayar aja susah padahal udah konek sama gopay pea,"['mau', 'berlangganan', 'mau', 'bayar', 'aja', 'susah', 'padahal', 'udah', 'konek', 'sama', 'gopay', 'pea']","['berlangganan', 'bayar', 'aja', 'susah', 'udah', 'konek', 'gopay', 'pea']","['langgan', 'bayar', 'aja', 'susah', 'udah', 'konek', 'gopay', 'pea']",-3,2,Negatif,langgan bayar aja susah udah konek gopay pea
tidak dapat di akses walau sudah berlangganan,1,2025-06-27 06:44:31,tidak dapat di akses walau sudah berlangganan,tidak dapat di akses walau sudah berlangganan,"['tidak', 'dapat', 'di', 'akses', 'walau', 'sudah', 'berlangganan']","['akses', 'berlangganan']","['akses', 'langgan']",4,4,Positif,akses langgan
"ribet banget, ngk bisa bayar pakai gopay dgn status akun sudah terhubung. Apakah anda ada niat ini buat nyari pelangan? yg ada bikin orng makin jadi males karna saking ribetnya nih aplikasi. ini yg bikin aplikasi anda ngk easy to use. bayar di aplikasi gopay pu juga error.",1,2025-06-26 23:06:31,"ribet banget, ngk bisa bayar pakai gopay dgn status akun sudah terhubung. Apakah anda ada niat ini buat nyari pelangan? yg ada bikin orng makin jadi males karna saking ribetnya nih aplikasi. ini yg bikin aplikasi anda ngk easy to use. bayar di aplikasi gopay pu juga error.",ribet banget ngk bisa bayar pakai gopay dgn status akun sudah terhubung apakah anda ada niat ini buat nyari pelangan yg ada bikin orng makin jadi males karna saking ribetnya nih aplikasi ini yg bikin aplikasi anda ngk easy to use bayar di aplikasi gopay pu juga error,"['ribet', 'banget', 'ngk', 'bisa', 'bayar', 'pakai', 'gopay', 'dgn', 'status', 'akun', 'sudah', 'terhubung', 'apakah', 'anda', 'ada', 'niat', 'ini', 'buat', 'nyari', 'pelangan', 'yg', 'ada', 'bikin', 'orng', 'makin', 'jadi', 'males', 'karna', 'saking', 'ribetnya', 'nih', 'aplikasi', 'ini', 'yg', 'bikin', 'aplikasi', 'anda', 'ngk', 'easy', 'to', 'use', 'bayar', 'di', 'aplikasi', 'gopay', 'pu', 'juga', 'error']","['ribet', 'banget', 'ngk', 'bayar', 'pakai', 'gopay', 'dgn', 'status', 'akun', 'terhubung', 'niat', 'nyari', 'pelangan', 'yg', 'bikin', 'orng', 'males', 'karna', 'saking', 'ribetnya', 'nih', 'aplikasi', 'yg', 'bikin', 'aplikasi', 'ngk', 'easy', 'to', 'use', 'bayar', 'aplikasi', 'gopay', 'pu', 'error']","['ribet', 'banget', 'ngk', 'bayar', 'pakai', 'gopay', 'dgn', 'status', 'akun', 'hubung', 'niat', 'nyari', 'pelang', 'yg', 'bikin', 'orng', 'males', 'karna', 'saking', 'ribetnya', 'nih', 'aplikasi', 'yg', 'bikin', 'aplikasi', 'ngk', 'easy', 'to', 'use', 'bayar', 'aplikasi', 'gopay', 'pu', 'error']",-35,1,Negatif,ribet banget ngk bayar pakai gopay dgn status akun hubung niat nyari pelang yg bikin orng males karna saking ribetnya nih aplikasi yg bikin aplikasi ngk easy to use bayar aplikasi gopay pu error
"okeh dah bagus lagi, semoga tidak black Screen lagi👍",5,2025-06-26 21:44:38,"okeh dah bagus lagi, semoga tidak black Screen lagi👍",okeh dah bagus lagi semoga tidak black screen lagi👍,"['okeh', 'dah', 'bagus', 'lagi', 'semoga', 'tidak', 'black', 'screen', 'lagi👍']","['okeh', 'dah', 'bagus', 'semoga', 'black', 'screen', 'lagi👍']","['okeh', 'dah', 'bagus', 'moga', 'black', 'screen', 'lagi']",-9,1,Negatif,okeh dah bagus moga black screen lagi
mau bayar pakek aplikasi e wallet tapi gak bisa katanya nomer sudah di gunakan padahal no e wallet dn Disney nya sama mohon di perbaiki lagii,3,2025-06-26 19:32:34,mau bayar pakek aplikasi e wallet tapi gak bisa katanya nomer sudah di gunakan padahal no e wallet dn Disney nya sama mohon di perbaiki lagii,mau bayar pakek aplikasi e wallet tapi gak bisa katanya nomer sudah di gunakan padahal no e wallet dn disney nya sama mohon di perbaiki lagii,"['mau', 'bayar', 'pakek', 'aplikasi', 'e', 'wallet', 'tapi', 'gak', 'bisa', 'katanya', 'nomer', 'sudah', 'di', 'gunakan', 'padahal', 'no', 'e', 'wallet', 'dn', 'disney', 'nya', 'sama', 'mohon', 'di', 'perbaiki', 'lagii']","['bayar', 'pakek', 'aplikasi', 'e', 'wallet', 'gak', 'nomer', 'no', 'e', 'wallet', 'dn', 'disney', 'nya', 'mohon', 'perbaiki', 'lagii']","['bayar', 'pakek', 'aplikasi', 'e', 'wallet', 'gak', 'nomer', 'no', 'e', 'wallet', 'dn', 'disney', 'nya', 'mohon', 'baik', 'lagi']",-13,1,Negatif,bayar pakek aplikasi e wallet gak nomer no e wallet dn disney nya mohon baik lagi
"sebenernya bagus aja cuma masalahnya di pembayaran langganan dipersulit,, harus masuk website lah, harus pake kartu lah, ditambah dompet digital cuma ada gopay,,,, MENGECEWAKAN",2,2025-06-26 19:05:09,"sebenernya bagus aja cuma masalahnya di pembayaran langganan dipersulit,, harus masuk website lah, harus pake kartu lah, ditambah dompet digital cuma ada gopay,,,, MENGECEWAKAN",sebenernya bagus aja cuma masalahnya di pembayaran langganan dipersulit harus masuk website lah harus pake kartu lah ditambah dompet digital cuma ada gopay mengecewakan,"['sebenernya', 'bagus', 'aja', 'cuma', 'masalahnya', 'di', 'pembayaran', 'langganan', 'dipersulit', 'harus', 'masuk', 'website', 'lah', 'harus', 'pake', 'kartu', 'lah', 'ditambah', 'dompet', 'digital', 'cuma', 'ada', 'gopay', 'mengecewakan']","['sebenernya', 'bagus', 'aja', 'pembayaran', 'langganan', 'dipersulit', 'masuk', 'website', 'pake', 'kartu', 'ditambah', 'dompet', 'digital', 'gopay', 'mengecewakan']","['sebenernya', 'bagus', 'aja', 'bayar', 'langgan', 'sulit', 'masuk', 'website', 'pake', 'kartu', 'tambah', 'dompet', 'digital', 'gopay', 'kecewa']",-5,1,Negatif,sebenernya bagus aja bayar langgan sulit masuk website pake kartu tambah dompet digital gopay kecewa
"kenapa video tidak bisa diputar, tertulis ""terlalu banyak orang yang menggunakan akun anda saat ini"". padahal akunnya hanya dipakai di tv saja",1,2025-06-26 14:58:57,"kenapa video tidak bisa diputar, tertulis ""terlalu banyak orang yang menggunakan akun anda saat ini"". padahal akunnya hanya dipakai di tv saja",kenapa video tidak bisa diputar tertulis terlalu banyak orang yang menggunakan akun anda saat ini padahal akunnya hanya dipakai di tv saja,"['kenapa', 'video', 'tidak', 'bisa', 'diputar', 'tertulis', 'terlalu', 'banyak', 'orang', 'yang', 'menggunakan', 'akun', 'anda', 'saat', 'ini', 'padahal', 'akunnya', 'hanya', 'dipakai', 'di', 'tv', 'saja']","['video', 'diputar', 'tertulis', 'orang', 'akun', 'akunnya', 'dipakai', 'tv']","['video', 'putar', 'tulis', 'orang', 'akun', 'akun', 'pakai', 'tv']",0,3,Netral,video putar tulis orang akun akun pakai tv
"terjadi black screen secara terus menerus, sudah saya komplain, silahkan lihat email anda",2,2025-06-26 14:34:29,"terjadi black screen secara terus menerus, sudah saya komplain, silahkan lihat email anda",terjadi black screen secara terus menerus sudah saya komplain silahkan lihat email anda,"['terjadi', 'black', 'screen', 'secara', 'terus', 'menerus', 'sudah', 'saya', 'komplain', 'silahkan', 'lihat', 'email', 'anda']","['black', 'screen', 'menerus', 'komplain', 'silahkan', 'lihat', 'email']","['black', 'screen', 'terus', 'komplain', 'silah', 'lihat', 'email']",6,5,Positif,black screen terus komplain silah lihat email
"ini kenapa aplikasi malah black screen saat memutar film kalau memutar serial bisa, kenapa saat memutar fil. malah black screen",1,2025-06-26 13:07:55,"ini kenapa aplikasi malah black screen saat memutar film kalau memutar serial bisa, kenapa saat memutar fil. malah black screen",ini kenapa aplikasi malah black screen saat memutar film kalau memutar serial bisa kenapa saat memutar fil malah black screen,"['ini', 'kenapa', 'aplikasi', 'malah', 'black', 'screen', 'saat', 'memutar', 'film', 'kalau', 'memutar', 'serial', 'bisa', 'kenapa', 'saat', 'memutar', 'fil', 'malah', 'black', 'screen']","['aplikasi', 'black', 'screen', 'memutar', 'film', 'memutar', 'serial', 'memutar', 'fil', 'black', 'screen']","['aplikasi', 'black', 'screen', 'putar', 'film', 'putar', 'serial', 'putar', 'fil', 'black', 'screen']",-4,2,Negatif,aplikasi black screen putar film putar serial putar fil black screen
"Semua permasalahan yg terjadi pada pelanggan sama loh. Mulai dr black screen dan stuck, gak bisa play di device dgn alasan penuh padahal gak ada yg pake, suara kecil. Eh Jawabannya disuruh email ke disney. Mestinya, tim yg bikin aplikasi nya yg bebenah masal dong. Masa pelanggan yg udah bayar yg suruh ribet ina inu. Kalian lah kerja yg bener. Perbaiki aplikasinya. Kalau seperti ini, ketauan kinerja tim nya kaya apa.",1,2025-06-26 06:27:04,"Semua permasalahan yg terjadi pada pelanggan sama loh. Mulai dr black screen dan stuck, gak bisa play di device dgn alasan penuh padahal gak ada yg pake, suara kecil. Eh Jawabannya disuruh email ke disney. Mestinya, tim yg bikin aplikasi nya yg bebenah masal dong. Masa pelanggan yg udah bayar yg suruh ribet ina inu. Kalian lah kerja yg bener. Perbaiki aplikasinya. Kalau seperti ini, ketauan kinerja tim nya kaya apa.",semua permasalahan yg terjadi pada pelanggan sama loh mulai dr black screen dan stuck gak bisa play di device dgn alasan penuh padahal gak ada yg pake suara kecil eh jawabannya disuruh email ke disney mestinya tim yg bikin aplikasi nya yg bebenah masal dong masa pelanggan yg udah bayar yg suruh ribet ina inu kalian lah kerja yg bener perbaiki aplikasinya kalau seperti ini ketauan kinerja tim nya kaya apa,"['semua', 'permasalahan', 'yg', 'terjadi', 'pada', 'pelanggan', 'sama', 'loh', 'mulai', 'dr', 'black', 'screen', 'dan', 'stuck', 'gak', 'bisa', 'play', 'di', 'device', 'dgn', 'alasan', 'penuh', 'padahal', 'gak', 'ada', 'yg', 'pake', 'suara', 'kecil', 'eh', 'jawabannya', 'disuruh', 'email', 'ke', 'disney', 'mestinya', 'tim', 'yg', 'bikin', 'aplikasi', 'nya', 'yg', 'bebenah', 'masal', 'dong', 'masa', 'pelanggan', 'yg', 'udah', 'bayar', 'yg', 'suruh', 'ribet', 'ina', 'inu', 'kalian', 'lah', 'kerja', 'yg', 'bener', 'perbaiki', 'aplikasinya', 'kalau', 'seperti', 'ini', 'ketauan', 'kinerja', 'tim', 'nya', 'kaya', 'apa']","['permasalahan', 'yg', 'pelanggan', 'loh', 'dr', 'black', 'screen', 'stuck', 'gak', 'play', 'device', 'dgn', 'alasan', 'penuh', 'gak', 'yg', 'pake', 'suara', 'eh', 'jawabannya', 'disuruh', 'email', 'disney', 'mestinya', 'tim', 'yg', 'bikin', 'aplikasi', 'nya', 'yg', 'bebenah', 'masal', 'pelanggan', 'yg', 'udah', 'bayar', 'yg', 'suruh', 'ribet', 'ina', 'inu', 'kerja', 'yg', 'bener', 'perbaiki', 'aplikasinya', 'ketauan', 'kinerja', 'tim', 'nya', 'kaya']","['masalah', 'yg', 'langgan', 'loh', 'dr', 'black', 'screen', 'stuck', 'gak', 'play', 'device', 'dgn', 'alas', 'penuh', 'gak', 'yg', 'pake', 'suara', 'eh', 'jawab', 'suruh', 'email', 'disney', 'mesti', 'tim', 'yg', 'bikin', 'aplikasi', 'nya', 'yg', 'bebenah', 'masal', 'langgan', 'yg', 'udah', 'bayar', 'yg', 'suruh', 'ribet', 'ina', 'inu', 'kerja', 'yg', 'bener', 'baik', 'aplikasi', 'tau', 'kerja', 'tim', 'nya', 'kaya']",-40,1,Negatif,masalah yg langgan loh dr black screen stuck gak play device dgn alas penuh gak yg pake suara eh jawab suruh email disney mesti tim yg bikin aplikasi nya yg bebenah masal langgan yg udah bayar yg suruh ribet ina inu kerja yg bener baik aplikasi tau kerja tim nya kaya
"sepertinya Tim Disney+hotstar tidak serius menanggapi keluhan pelanggan, terbukti banyak keluhan serupa yang terus berulang. dari layang yang blank, video tersendat dan yang paling parah, keluhan memulai langganan. saya sendiri merasakannya. mau mulai berlangganan aja susahnya minta ampun. berulang kali coba login hanya dapat notif unusual traffic dan ga bisa dapat otp, sekalinya bisa dapat otp, tantangan berikutnya yaitu gopay tidak bisa menampilkan layanan. tolong segera perbaiki",1,2025-06-25 22:20:28,"sepertinya Tim Disney+hotstar tidak serius menanggapi keluhan pelanggan, terbukti banyak keluhan serupa yang terus berulang. dari layang yang blank, video tersendat dan yang paling parah, keluhan memulai langganan. saya sendiri merasakannya. mau mulai berlangganan aja susahnya minta ampun. berulang kali coba login hanya dapat notif unusual traffic dan ga bisa dapat otp, sekalinya bisa dapat otp, tantangan berikutnya yaitu gopay tidak bisa menampilkan layanan. tolong segera perbaiki",sepertinya tim disneyhotstar tidak serius menanggapi keluhan pelanggan terbukti banyak keluhan serupa yang terus berulang dari layang yang blank video tersendat dan yang paling parah keluhan memulai langganan saya sendiri merasakannya mau mulai berlangganan aja susahnya minta ampun berulang kali coba login hanya dapat notif unusual traffic dan ga bisa dapat otp sekalinya bisa dapat otp tantangan berikutnya yaitu gopay tidak bisa menampilkan layanan tolong segera perbaiki,"['sepertinya', 'tim', 'disneyhotstar', 'tidak', 'serius', 'menanggapi', 'keluhan', 'pelanggan', 'terbukti', 'banyak', 'keluhan', 'serupa', 'yang', 'terus', 'berulang', 'dari', 'layang', 'yang', 'blank', 'video', 'tersendat', 'dan', 'yang', 'paling', 'parah', 'keluhan', 'memulai', 'langganan', 'saya', 'sendiri', 'merasakannya', 'mau', 'mulai', 'berlangganan', 'aja', 'susahnya', 'minta', 'ampun', 'berulang', 'kali', 'coba', 'login', 'hanya', 'dapat', 'notif', 'unusual', 'traffic', 'dan', 'ga', 'bisa', 'dapat', 'otp', 'sekalinya', 'bisa', 'dapat', 'otp', 'tantangan', 'berikutnya', 'yaitu', 'gopay', 'tidak', 'bisa', 'menampilkan', 'layanan', 'tolong', 'segera', 'perbaiki']","['tim', 'disneyhotstar', 'serius', 'menanggapi', 'keluhan', 'pelanggan', 'terbukti', 'keluhan', 'berulang', 'layang', 'blank', 'video', 'tersendat', 'parah', 'keluhan', 'langganan', 'merasakannya', 'berlangganan', 'aja', 'susahnya', 'ampun', 'berulang', 'kali', 'coba', 'login', 'notif', 'unusual', 'traffic', 'ga', 'otp', 'sekalinya', 'otp', 'tantangan', 'gopay', 'menampilkan', 'layanan', 'tolong', 'perbaiki']","['tim', 'disneyhotstar', 'serius', 'tanggap', 'keluh', 'langgan', 'bukti', 'keluh', 'ulang', 'layang', 'blank', 'video', 'sendat', 'parah', 'keluh', 'langgan', 'rasa', 'langgan', 'aja', 'susah', 'ampun', 'ulang', 'kali', 'coba', 'login', 'notif', 'unusual', 'traffic', 'ga', 'otp', 'sekali', 'otp', 'tantang', 'gopay', 'tampil', 'layan', 'tolong', 'baik']",-29,1,Negatif,tim disneyhotstar serius tanggap keluh langgan bukti keluh ulang layang blank video sendat parah keluh langgan rasa langgan aja susah ampun ulang kali coba login notif unusual traffic ga otp sekali otp tantang gopay tampil layan tolong baik
"tolong ya saya udah mbayar langganan kenapa pas masuk cuma suruh kelola akun, tolong segera diproses",2,2025-06-25 22:08:46,"tolong ya saya udah mbayar langganan kenapa pas masuk cuma suruh kelola akun, tolong segera diproses",tolong ya saya udah mbayar langganan kenapa pas masuk cuma suruh kelola akun tolong segera diproses,"['tolong', 'ya', 'saya', 'udah', 'mbayar', 'langganan', 'kenapa', 'pas', 'masuk', 'cuma', 'suruh', 'kelola', 'akun', 'tolong', 'segera', 'diproses']","['tolong', 'ya', 'udah', 'mbayar', 'langganan', 'pas', 'masuk', 'suruh', 'kelola', 'akun', 'tolong', 'diproses']","['tolong', 'ya', 'udah', 'mbayar', 'langgan', 'pas', 'masuk', 'suruh', 'kelola', 'akun', 'tolong', 'proses']",1,4,Positif,tolong ya udah mbayar langgan pas masuk suruh kelola akun tolong proses
sekarang malah apk nya yang eror katanya make vpn tutor benerinnn nya dong ini jadi ga bisa nonton film soalnya,1,2025-06-25 21:21:30,sekarang malah apk nya yang eror katanya make vpn tutor benerinnn nya dong ini jadi ga bisa nonton film soalnya,sekarang malah apk nya yang eror katanya make vpn tutor benerinnn nya dong ini jadi ga bisa nonton film soalnya,"['sekarang', 'malah', 'apk', 'nya', 'yang', 'eror', 'katanya', 'make', 'vpn', 'tutor', 'benerinnn', 'nya', 'dong', 'ini', 'jadi', 'ga', 'bisa', 'nonton', 'film', 'soalnya']","['apk', 'nya', 'eror', 'make', 'vpn', 'tutor', 'benerinnn', 'nya', 'ga', 'nonton', 'film']","['apk', 'nya', 'eror', 'make', 'vpn', 'tutor', 'benerinnn', 'nya', 'ga', 'nonton', 'film']",-4,2,Negatif,apk nya eror make vpn tutor benerinnn nya ga nonton film
"Mau bangkrut ya ,sudah gak bisa di akses",1,2025-06-25 20:46:49,"Mau bangkrut ya ,sudah gak bisa di akses",mau bangkrut ya sudah gak bisa di akses,"['mau', 'bangkrut', 'ya', 'sudah', 'gak', 'bisa', 'di', 'akses']","['bangkrut', 'ya', 'gak', 'akses']","['bangkrut', 'ya', 'gak', 'akses']",1,4,Positif,bangkrut ya gak akses
